Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Texas Instruments,TEX-MCU70051,ARM Cortex-M3,32,16,16,0.5,"I2C, Ethernet, USB, SPI",5.78,0.388,6,5.0,QFN,2013,Industrial
Espressif,ESP-MCU70052,MIPS32,72,2048,64,2.0,"I2C, Ethernet, SPI, UART, CAN",5.88,0.912,85,1.8,BGA,2012,Consumer
Analog Devices,ANA-MCU70053,RISC-V,200,256,1,2.0,"USB, CAN, I2C, SPI, Ethernet",10.37,0.318,66,3.3,TSSOP,2007,Medical
Microchip,MIC-MCU70054,8051,480,128,512,8.0,"Ethernet, CAN",3.11,1.314,44,3.3,LQFP,2008,Wearable
Infineon,INF-MCU70055,ARM Cortex-M7,16,128,64,0.5,"SPI, UART, Ethernet",4.41,1.113,20,3.3,SOIC,2010,Consumer
Espressif,ESP-MCU70056,ARM Cortex-M3,480,1024,64,2.0,"I2C, SPI, UART, CAN, USB",6.44,1.031,51,2.5,BGA,2013,Consumer
Texas Instruments,TEX-MCU70057,ARM Cortex-M4,240,1024,64,4.0,"USB, SPI, Ethernet, PWM, UART",5.13,1.362,72,1.8,SOIC,2009,IoT
STMicroelectronics,STM-MCU70058,AVR 8-bit,240,512,512,0.0,"I2C, PWM",1.79,0.434,91,5.0,DIP,2012,Consumer
Renesas,REN-MCU70059,ARM Cortex-M7,48,32,1,0.5,"I2C, CAN, USB, Ethernet",7.5,0.03,17,3.3,DIP,2015,Wearable
Microchip,MIC-MCU70060,RISC-V,200,2048,64,4.0,"PWM, Ethernet, USB, I2C",6.94,0.824,94,2.5,LQFP,2013,Medical
Nordic Semiconductor,NOR-MCU70061,ARM Cortex-M4,168,1024,128,1.0,"PWM, CAN",10.85,0.174,55,5.0,BGA,2022,Medical
NXP,NXP-MCU70062,8051,32,32,1,2.0,"I2C, SPI, Ethernet, USB",1.11,1.355,73,3.3,DIP,2006,IoT
NXP,NXP-MCU70063,RISC-V,48,2048,8,2.0,"PWM, SPI, I2C, CAN",11.7,0.094,79,5.0,BGA,2006,IoT
Nordic Semiconductor,NOR-MCU70064,ARM Cortex-M0,16,2048,1,8.0,"SPI, USB",11.91,0.357,65,2.5,LQFP,2013,Wearable
Silicon Labs,SIL-MCU70065,ARM Cortex-M0,200,1024,8,4.0,"SPI, Ethernet, PWM",3.7,0.344,52,2.5,SOIC,2005,IoT
Renesas,REN-MCU70066,RISC-V,480,32,256,4.0,"UART, Ethernet, PWM",2.61,0.242,18,2.5,DIP,2007,Consumer
Espressif,ESP-MCU70067,ARM Cortex-M3,200,16,256,4.0,"USB, PWM, UART, I2C",6.2,0.967,9,2.5,BGA,2016,Wearable
Infineon,INF-MCU70068,RISC-V,240,512,16,0.5,"Ethernet, USB, SPI, I2C, UART",9.34,0.526,51,5.0,DIP,2012,Medical
Texas Instruments,TEX-MCU70069,ARM Cortex-M0,72,512,64,2.0,"PWM, I2C, CAN, Ethernet",6.69,0.088,94,2.5,BGA,2014,Automotive
Renesas,REN-MCU70070,ARM Cortex-M3,240,256,4,8.0,"SPI, UART",2.32,0.542,50,1.8,BGA,2010,Industrial
Texas Instruments,TEX-MCU70071,MIPS32,48,128,128,0.5,"UART, USB",3.1,0.901,17,5.0,TSSOP,2024,Wearable
Silicon Labs,SIL-MCU70072,8051,72,512,128,8.0,"CAN, PWM, USB, UART",3.52,0.95,45,2.5,QFN,2009,Automotive
Texas Instruments,TEX-MCU70073,AVR 8-bit,120,1024,1,0.5,"I2C, UART, Ethernet, SPI",2.63,0.275,80,5.0,LQFP,2021,IoT
Texas Instruments,TEX-MCU70074,MIPS32,168,64,64,0.0,"UART, SPI, PWM",2.65,1.059,66,2.5,DIP,2023,Industrial
Infineon,INF-MCU70075,ARM Cortex-M4,120,1024,1,0.0,"UART, Ethernet, PWM",9.5,0.479,72,1.8,LQFP,2016,Medical
Analog Devices,ANA-MCU70076,ARM Cortex-M4,16,16,512,0.0,"PWM, SPI",1.45,1.208,79,1.8,LQFP,2022,IoT
STMicroelectronics,STM-MCU70077,ARM Cortex-M0,16,32,1,1.0,"Ethernet, PWM",6.88,1.129,67,3.3,QFN,2022,Wearable
Analog Devices,ANA-MCU70078,RISC-V,8,256,1,4.0,"CAN, SPI, USB, UART",10.71,1.168,79,2.5,BGA,2013,Medical
Espressif,ESP-MCU70079,ARM Cortex-M7,120,32,32,1.0,"USB, I2C, UART, CAN, PWM",3.98,1.393,43,1.8,LQFP,2016,Wearable
Analog Devices,ANA-MCU70080,ARM Cortex-M4,120,32,512,2.0,"SPI, USB, PWM, I2C, CAN",10.34,1.107,18,1.8,TSSOP,2014,Industrial
Infineon,INF-MCU70081,ARM Cortex-M7,200,2048,512,0.0,"USB, SPI",10.26,0.861,32,1.8,DIP,2021,Industrial
Silicon Labs,SIL-MCU70082,ARM Cortex-M0,48,256,256,2.0,"PWM, CAN, Ethernet",6.62,0.902,62,3.3,QFN,2019,Medical
Texas Instruments,TEX-MCU70083,RISC-V,168,64,16,4.0,"CAN, Ethernet",3.39,0.098,47,3.3,QFN,2013,Industrial
Microchip,MIC-MCU70084,ARM Cortex-M3,16,1024,1,0.0,"UART, Ethernet",9.68,1.007,80,3.3,DIP,2011,Industrial
Analog Devices,ANA-MCU70085,ARM Cortex-M7,480,2048,64,0.0,"PWM, Ethernet, SPI, I2C",10.13,0.412,28,3.3,BGA,2013,Industrial
Silicon Labs,SIL-MCU70086,RISC-V,72,512,2,0.0,"CAN, PWM, USB, Ethernet",11.44,0.502,23,2.5,SOIC,2017,Automotive
Nordic Semiconductor,NOR-MCU70087,ARM Cortex-M3,480,32,8,0.5,"PWM, SPI, UART, CAN",2.13,0.76,88,2.5,SOIC,2017,Consumer
STMicroelectronics,STM-MCU70088,MIPS32,16,2048,1,4.0,"PWM, USB",3.4,0.494,44,3.3,LQFP,2021,IoT
Analog Devices,ANA-MCU70089,MIPS32,480,16,128,4.0,"USB, CAN",8.42,0.599,82,2.5,DIP,2018,IoT
Renesas,REN-MCU70090,AVR 8-bit,48,1024,64,2.0,"PWM, SPI, UART, Ethernet, USB",0.68,0.802,98,2.5,BGA,2024,Industrial
Texas Instruments,TEX-MCU70091,ARM Cortex-M3,168,128,1,1.0,"PWM, USB, UART",5.02,0.583,65,5.0,DIP,2016,Automotive
Silicon Labs,SIL-MCU70092,AVR 8-bit,32,256,512,0.0,"PWM, Ethernet",11.91,0.314,74,5.0,DIP,2005,Consumer
Renesas,REN-MCU70093,ARM Cortex-M3,480,512,32,1.0,"CAN, PWM, I2C, Ethernet",2.03,1.188,31,5.0,BGA,2013,Automotive
STMicroelectronics,STM-MCU70094,MIPS32,16,16,256,4.0,"SPI, UART, Ethernet, USB",3.37,1.201,87,5.0,TSSOP,2011,IoT
Silicon Labs,SIL-MCU70095,RISC-V,240,16,8,2.0,"CAN, I2C, UART",7.13,1.385,94,3.3,TSSOP,2017,IoT
STMicroelectronics,STM-MCU70096,8051,32,64,256,4.0,"CAN, Ethernet, PWM, I2C",6.39,0.889,32,3.3,SOIC,2008,Industrial
STMicroelectronics,STM-MCU70097,RISC-V,240,128,16,1.0,"SPI, I2C, CAN",2.38,0.395,97,5.0,TSSOP,2007,Consumer
Espressif,ESP-MCU70098,MIPS32,200,128,256,8.0,"UART, PWM, SPI, CAN",2.57,0.313,66,3.3,BGA,2006,Industrial
Renesas,REN-MCU70099,ARM Cortex-M0,16,128,1,4.0,"CAN, PWM",10.05,0.887,90,5.0,QFN,2005,Consumer
Silicon Labs,SIL-MCU70100,ARM Cortex-M3,16,128,256,0.5,"UART, CAN, USB, I2C, SPI",10.4,0.777,98,5.0,DIP,2024,Industrial
NXP,NXP-MCU70101,ARM Cortex-M0,168,2048,1,1.0,"I2C, CAN",6.9,0.321,52,1.8,QFN,2021,IoT
Espressif,ESP-MCU70102,8051,32,32,8,4.0,"Ethernet, CAN, USB, UART, SPI",11.65,0.892,73,5.0,BGA,2008,Wearable
Microchip,MIC-MCU70103,8051,168,2048,512,4.0,"I2C, USB, PWM, Ethernet",9.91,0.314,23,3.3,DIP,2013,Consumer
NXP,NXP-MCU70104,RISC-V,32,64,128,8.0,"Ethernet, CAN, PWM, I2C",10.63,0.657,35,1.8,SOIC,2021,Wearable
Renesas,REN-MCU70105,RISC-V,48,1024,32,8.0,"I2C, CAN, SPI, Ethernet, USB",3.02,0.163,55,1.8,LQFP,2018,IoT
Texas Instruments,TEX-MCU70106,RISC-V,120,512,128,8.0,"I2C, UART",1.73,1.277,69,1.8,SOIC,2009,Industrial
Renesas,REN-MCU70107,ARM Cortex-M0,168,16,8,4.0,"USB, PWM",10.78,0.016,93,1.8,TSSOP,2010,Consumer
Espressif,ESP-MCU70108,RISC-V,480,16,256,2.0,"UART, USB",0.96,0.769,89,1.8,BGA,2008,Automotive
Silicon Labs,SIL-MCU70109,8051,168,64,32,2.0,"PWM, UART, Ethernet",6.61,0.432,72,2.5,LQFP,2016,Consumer
Microchip,MIC-MCU70110,ARM Cortex-M3,120,128,1,4.0,"USB, UART",1.02,1.01,55,2.5,SOIC,2016,Industrial
Texas Instruments,TEX-MCU70111,MIPS32,480,64,4,2.0,"USB, PWM",3.14,0.749,21,1.8,QFN,2008,Medical
Renesas,REN-MCU70112,ARM Cortex-M7,120,64,2,2.0,"Ethernet, SPI, CAN",4.42,0.2,42,1.8,TSSOP,2011,Consumer
Renesas,REN-MCU70113,AVR 8-bit,240,16,2,2.0,"PWM, Ethernet, CAN, UART",3.04,0.39,78,3.3,QFN,2016,Medical
Microchip,MIC-MCU70114,MIPS32,120,128,64,1.0,"SPI, I2C",8.73,1.361,66,5.0,BGA,2015,Industrial
Renesas,REN-MCU70115,AVR 8-bit,16,64,512,2.0,"Ethernet, SPI, PWM, CAN, USB",7.9,0.295,75,3.3,QFN,2007,Automotive
Infineon,INF-MCU70116,AVR 8-bit,32,512,128,1.0,"PWM, UART, SPI, I2C",1.45,0.227,25,5.0,QFN,2005,IoT
Espressif,ESP-MCU70117,ARM Cortex-M7,32,512,16,2.0,"Ethernet, CAN, USB, PWM, I2C",11.14,0.938,52,2.5,QFN,2020,Medical
Infineon,INF-MCU70118,RISC-V,32,512,512,4.0,"PWM, SPI, Ethernet, UART",6.92,0.338,15,1.8,DIP,2016,Consumer
Analog Devices,ANA-MCU70119,8051,8,64,256,8.0,"USB, SPI, UART, I2C",11.6,0.949,55,1.8,QFN,2009,Consumer
Nordic Semiconductor,NOR-MCU70120,ARM Cortex-M4,240,16,4,1.0,"I2C, USB",3.05,0.991,22,1.8,QFN,2008,Consumer
Silicon Labs,SIL-MCU70121,ARM Cortex-M0,200,16,8,4.0,"CAN, USB, Ethernet, SPI",3.58,0.172,80,1.8,TSSOP,2014,Consumer
STMicroelectronics,STM-MCU70122,8051,240,512,2,2.0,"I2C, SPI, UART, USB, Ethernet",2.92,1.039,60,2.5,QFN,2010,Industrial
Analog Devices,ANA-MCU70123,ARM Cortex-M0,32,32,32,2.0,"USB, CAN, Ethernet, PWM, UART",3.77,0.501,83,2.5,BGA,2013,IoT
STMicroelectronics,STM-MCU70124,ARM Cortex-M3,480,64,256,1.0,"USB, SPI, I2C, CAN, UART",1.68,1.238,32,3.3,LQFP,2017,Wearable
Espressif,ESP-MCU70125,8051,16,128,512,4.0,"USB, I2C, PWM",1.99,0.349,31,3.3,DIP,2015,Wearable
STMicroelectronics,STM-MCU70126,MIPS32,8,16,2,8.0,"SPI, USB, UART",3.68,1.144,32,1.8,LQFP,2019,IoT
Espressif,ESP-MCU70127,RISC-V,32,2048,8,4.0,"Ethernet, UART",10.93,1.482,33,5.0,QFN,2010,Wearable
Espressif,ESP-MCU70128,RISC-V,32,256,4,4.0,"PWM, USB, SPI",7.86,1.054,69,1.8,LQFP,2009,Consumer
NXP,NXP-MCU70129,ARM Cortex-M3,240,32,1,0.0,"Ethernet, CAN, USB",9.71,0.189,84,1.8,QFN,2012,IoT
NXP,NXP-MCU70130,8051,8,16,64,1.0,"USB, SPI",8.97,0.618,33,2.5,BGA,2023,Consumer
Nordic Semiconductor,NOR-MCU70131,AVR 8-bit,48,16,64,2.0,"Ethernet, SPI, I2C, CAN",8.24,0.998,84,5.0,SOIC,2014,IoT
Infineon,INF-MCU70132,8051,240,2048,1,2.0,"Ethernet, PWM",7.16,1.219,50,1.8,DIP,2021,IoT
Renesas,REN-MCU70133,RISC-V,72,64,16,4.0,"PWM, I2C, USB",11.01,0.097,43,3.3,DIP,2018,Medical
Espressif,ESP-MCU70134,AVR 8-bit,32,2048,256,4.0,"PWM, Ethernet, USB, SPI, I2C",8.07,0.941,95,2.5,SOIC,2024,Automotive
Espressif,ESP-MCU70135,ARM Cortex-M7,8,2048,256,0.5,"SPI, Ethernet",5.43,0.982,31,1.8,BGA,2020,Wearable
Renesas,REN-MCU70136,ARM Cortex-M4,480,256,1,1.0,"I2C, UART, SPI, PWM, CAN",9.76,1.314,11,2.5,DIP,2019,Consumer
Infineon,INF-MCU70137,MIPS32,240,2048,1,0.0,"SPI, I2C, PWM",5.76,0.543,56,3.3,QFN,2016,Wearable
Microchip,MIC-MCU70138,ARM Cortex-M3,48,128,16,0.5,"CAN, I2C",6.42,0.918,10,2.5,QFN,2011,Wearable
Microchip,MIC-MCU70139,MIPS32,240,512,128,0.0,"PWM, UART, USB, SPI, I2C",8.29,1.338,98,2.5,TSSOP,2019,Consumer
STMicroelectronics,STM-MCU70140,MIPS32,72,2048,16,0.0,"CAN, I2C, SPI, USB",10.14,0.564,43,5.0,QFN,2021,Automotive
Renesas,REN-MCU70141,8051,120,1024,512,1.0,"I2C, CAN, SPI, PWM",7.95,0.693,88,5.0,DIP,2019,Industrial
Nordic Semiconductor,NOR-MCU70142,ARM Cortex-M0,120,1024,64,2.0,"I2C, UART, Ethernet",4.2,1.482,34,3.3,DIP,2012,Industrial
Analog Devices,ANA-MCU70143,8051,168,1024,128,0.5,"UART, USB, I2C, SPI",7.8,0.287,22,3.3,BGA,2020,Automotive
Silicon Labs,SIL-MCU70144,MIPS32,8,16,32,8.0,"SPI, USB, CAN",10.47,0.472,88,5.0,LQFP,2023,Wearable
Espressif,ESP-MCU70145,RISC-V,240,128,4,0.5,"I2C, USB, SPI, Ethernet, CAN",1.35,0.235,55,2.5,SOIC,2024,IoT
Texas Instruments,TEX-MCU70146,8051,16,128,64,8.0,"Ethernet, SPI, USB, UART",6.42,0.491,30,5.0,DIP,2014,IoT
Renesas,REN-MCU70147,8051,480,16,32,8.0,"CAN, SPI, USB, I2C, Ethernet",5.32,0.715,24,5.0,DIP,2013,Consumer
Espressif,ESP-MCU70148,8051,480,2048,64,1.0,"SPI, Ethernet, PWM, I2C",10.28,0.832,64,2.5,LQFP,2010,Consumer
Espressif,ESP-MCU70149,ARM Cortex-M0,16,512,4,0.5,"SPI, CAN, PWM, I2C, USB",0.66,0.837,25,3.3,TSSOP,2021,IoT
Analog Devices,ANA-MCU70150,ARM Cortex-M0,168,32,128,4.0,"I2C, Ethernet, USB, SPI",1.37,0.416,14,5.0,QFN,2021,Automotive
Analog Devices,ANA-MCU70151,ARM Cortex-M0,168,32,16,8.0,"UART, SPI, I2C, PWM",9.55,1.26,59,2.5,DIP,2017,Industrial
Renesas,REN-MCU70152,ARM Cortex-M4,240,32,8,8.0,"SPI, USB, I2C, PWM",2.07,0.226,53,2.5,LQFP,2007,Industrial
Texas Instruments,TEX-MCU70153,ARM Cortex-M0,72,512,4,4.0,"CAN, Ethernet, SPI, UART",8.57,0.588,19,3.3,SOIC,2010,Medical
STMicroelectronics,STM-MCU70154,MIPS32,240,64,1,8.0,"SPI, UART",6.88,0.915,20,2.5,QFN,2021,Industrial
STMicroelectronics,STM-MCU70155,8051,16,16,16,2.0,"CAN, Ethernet, SPI, I2C",8.01,1.227,27,2.5,DIP,2020,Industrial
Renesas,REN-MCU70156,MIPS32,240,64,32,0.0,"UART, CAN, PWM, I2C",10.17,1.02,83,5.0,TSSOP,2021,Medical
Infineon,INF-MCU70157,AVR 8-bit,168,32,4,1.0,"SPI, I2C, Ethernet, PWM",4.41,0.404,28,5.0,BGA,2019,Industrial
Microchip,MIC-MCU70158,ARM Cortex-M7,32,128,256,2.0,"CAN, UART",5.86,0.945,10,5.0,BGA,2010,IoT
Silicon Labs,SIL-MCU70159,ARM Cortex-M7,480,128,512,8.0,"I2C, PWM, Ethernet, USB",3.28,1.197,14,5.0,TSSOP,2011,Wearable
Microchip,MIC-MCU70160,ARM Cortex-M3,72,1024,512,0.5,"UART, SPI",1.7,0.245,97,1.8,SOIC,2024,Consumer
Nordic Semiconductor,NOR-MCU70161,MIPS32,168,512,256,8.0,"USB, SPI",1.03,1.015,32,3.3,TSSOP,2018,Consumer
Analog Devices,ANA-MCU70162,ARM Cortex-M4,200,32,8,4.0,"CAN, PWM, USB, I2C, UART",8.67,0.601,37,3.3,BGA,2019,Automotive
Texas Instruments,TEX-MCU70163,ARM Cortex-M7,120,512,256,1.0,"Ethernet, PWM, SPI, USB, I2C",1.04,0.09,20,1.8,DIP,2023,Industrial
Renesas,REN-MCU70164,ARM Cortex-M7,240,64,256,2.0,"SPI, I2C",0.88,0.39,54,5.0,LQFP,2023,Medical
Texas Instruments,TEX-MCU70165,MIPS32,16,1024,256,2.0,"I2C, USB, CAN",5.27,0.509,38,2.5,BGA,2012,Consumer
Silicon Labs,SIL-MCU70166,ARM Cortex-M4,200,2048,1,0.0,"PWM, SPI",4.45,0.825,44,5.0,DIP,2017,IoT
Microchip,MIC-MCU70167,ARM Cortex-M3,72,128,16,1.0,"UART, USB, SPI, CAN, Ethernet",4.06,0.786,86,2.5,QFN,2020,Wearable
Texas Instruments,TEX-MCU70168,ARM Cortex-M4,72,32,16,8.0,"Ethernet, PWM, CAN, SPI",9.91,1.133,68,1.8,TSSOP,2015,Wearable
Nordic Semiconductor,NOR-MCU70169,AVR 8-bit,32,2048,256,0.0,"SPI, PWM",0.86,1.418,53,5.0,TSSOP,2007,Automotive
Espressif,ESP-MCU70170,ARM Cortex-M4,8,16,8,1.0,"UART, Ethernet, SPI",0.54,0.226,46,5.0,BGA,2013,IoT
Silicon Labs,SIL-MCU70171,RISC-V,120,32,8,8.0,"PWM, I2C, SPI, USB, Ethernet",5.38,0.816,10,3.3,BGA,2008,Wearable
Silicon Labs,SIL-MCU70172,ARM Cortex-M3,480,512,64,2.0,"USB, CAN, Ethernet",1.31,0.687,25,1.8,QFN,2024,Wearable
Analog Devices,ANA-MCU70173,ARM Cortex-M3,72,1024,256,0.5,"UART, PWM, SPI",9.24,0.915,74,5.0,QFN,2014,Consumer
Texas Instruments,TEX-MCU70174,ARM Cortex-M0,72,128,16,2.0,"Ethernet, I2C, UART, USB",9.72,1.263,32,1.8,LQFP,2008,Consumer
STMicroelectronics,STM-MCU70175,ARM Cortex-M7,120,16,256,2.0,"UART, SPI, USB",7.58,1.25,52,2.5,TSSOP,2010,IoT
Silicon Labs,SIL-MCU70176,ARM Cortex-M3,16,64,16,0.5,"Ethernet, I2C, PWM",4.16,1.493,54,5.0,DIP,2012,Consumer
Analog Devices,ANA-MCU70177,ARM Cortex-M0,48,32,1,0.0,"UART, PWM, CAN, I2C",3.47,0.211,32,3.3,QFN,2010,Medical
Silicon Labs,SIL-MCU70178,AVR 8-bit,168,32,1,4.0,"Ethernet, I2C, UART, PWM, CAN",1.7,0.052,38,3.3,LQFP,2009,Consumer
Silicon Labs,SIL-MCU70179,ARM Cortex-M7,480,512,32,2.0,"UART, CAN, SPI",1.6,1.416,15,1.8,BGA,2021,Wearable
NXP,NXP-MCU70180,ARM Cortex-M7,48,256,32,8.0,"USB, PWM, I2C",9.58,0.229,26,2.5,DIP,2014,Consumer
Espressif,ESP-MCU70181,RISC-V,32,64,8,0.5,"UART, SPI",1.46,0.145,11,1.8,SOIC,2019,Industrial
