Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
STMicroelectronics,STM-MCU455045,MIPS32,240,64,128,0.0,"I2C, CAN",3.66,0.738,86,3.3,BGA,2022,Consumer
Infineon,INF-MCU455046,ARM Cortex-M0,120,256,256,0.5,"I2C, Ethernet, SPI",0.81,1.377,7,5.0,DIP,2005,Wearable
Texas Instruments,TEX-MCU455047,RISC-V,16,64,2,8.0,"USB, I2C, PWM, CAN, Ethernet",7.48,0.178,90,5.0,LQFP,2020,Consumer
NXP,NXP-MCU455048,ARM Cortex-M4,8,1024,256,0.5,"PWM, Ethernet, UART, I2C",5.03,1.017,6,5.0,LQFP,2009,Automotive
Silicon Labs,SIL-MCU455049,MIPS32,120,2048,512,0.0,"Ethernet, UART, PWM",11.23,1.343,41,1.8,SOIC,2009,Wearable
Silicon Labs,SIL-MCU455050,ARM Cortex-M3,480,1024,256,2.0,"PWM, USB, UART, SPI, I2C",3.38,0.433,76,1.8,DIP,2012,Medical
Analog Devices,ANA-MCU455051,ARM Cortex-M4,200,256,64,4.0,"UART, USB, PWM, SPI",3.49,0.965,25,2.5,QFN,2016,Consumer
Analog Devices,ANA-MCU455052,8051,8,2048,16,1.0,"SPI, PWM, USB, Ethernet",6.5,0.162,37,3.3,DIP,2008,IoT
Infineon,INF-MCU455053,ARM Cortex-M4,240,2048,512,2.0,"UART, I2C, CAN, USB",7.58,0.866,36,1.8,SOIC,2012,Medical
Espressif,ESP-MCU455054,RISC-V,32,2048,16,4.0,"PWM, SPI, CAN, Ethernet",4.72,1.374,97,3.3,QFN,2021,Consumer
Espressif,ESP-MCU455055,MIPS32,480,128,256,8.0,"CAN, USB, SPI, PWM",11.16,0.903,74,2.5,TSSOP,2012,Wearable
Analog Devices,ANA-MCU455056,ARM Cortex-M4,240,64,1,2.0,"I2C, USB, CAN, Ethernet",4.9,0.119,16,2.5,BGA,2006,Automotive
Texas Instruments,TEX-MCU455057,AVR 8-bit,48,256,16,8.0,"USB, I2C, PWM, UART, CAN",5.87,0.788,70,1.8,DIP,2022,Automotive
Renesas,REN-MCU455058,RISC-V,48,128,1,4.0,"I2C, UART, CAN, PWM",6.65,1.022,84,1.8,QFN,2019,Medical
Analog Devices,ANA-MCU455059,AVR 8-bit,72,1024,2,1.0,"USB, CAN, Ethernet, I2C",4.87,0.627,62,5.0,LQFP,2024,Consumer
STMicroelectronics,STM-MCU455060,ARM Cortex-M4,32,64,8,0.0,"UART, I2C, CAN, USB",1.82,0.973,45,1.8,SOIC,2019,Medical
Nordic Semiconductor,NOR-MCU455061,ARM Cortex-M4,120,256,64,4.0,"CAN, USB, SPI",0.9,1.14,41,3.3,DIP,2013,Industrial
Nordic Semiconductor,NOR-MCU455062,ARM Cortex-M3,32,16,128,1.0,"PWM, I2C, UART, USB",1.33,1.175,85,5.0,SOIC,2015,Medical
Analog Devices,ANA-MCU455063,ARM Cortex-M3,200,32,16,1.0,"CAN, PWM, I2C, UART",2.97,0.199,8,3.3,QFN,2016,Wearable
NXP,NXP-MCU455064,MIPS32,16,1024,8,0.5,"I2C, SPI",2.15,0.938,13,1.8,BGA,2007,IoT
Microchip,MIC-MCU455065,MIPS32,200,128,1,4.0,"USB, CAN, PWM, UART",2.4,1.201,94,2.5,LQFP,2013,Medical
Espressif,ESP-MCU455066,MIPS32,32,2048,128,2.0,"CAN, Ethernet",11.66,0.143,41,2.5,LQFP,2020,IoT
NXP,NXP-MCU455067,MIPS32,16,32,8,4.0,"Ethernet, SPI",8.69,1.079,81,3.3,TSSOP,2007,Consumer
Nordic Semiconductor,NOR-MCU455068,MIPS32,480,128,2,1.0,"CAN, USB, I2C",5.16,0.248,79,5.0,LQFP,2023,Automotive
Texas Instruments,TEX-MCU455069,ARM Cortex-M4,72,256,256,2.0,"I2C, USB, CAN, Ethernet, SPI",1.32,0.367,62,2.5,QFN,2011,Industrial
Espressif,ESP-MCU455070,ARM Cortex-M3,16,2048,256,0.0,"PWM, CAN, I2C, Ethernet",7.27,1.255,74,3.3,TSSOP,2016,Automotive
NXP,NXP-MCU455071,RISC-V,168,16,256,0.0,"UART, USB, I2C",4.98,0.077,74,1.8,BGA,2011,IoT
Infineon,INF-MCU455072,RISC-V,480,512,64,8.0,"PWM, USB, UART, CAN",3.55,0.049,32,3.3,SOIC,2008,Consumer
Renesas,REN-MCU455073,ARM Cortex-M3,240,1024,16,8.0,"CAN, Ethernet",2.44,1.416,62,5.0,QFN,2011,IoT
STMicroelectronics,STM-MCU455074,ARM Cortex-M0,240,64,128,1.0,"SPI, USB",7.93,1.335,52,3.3,LQFP,2005,Consumer
Nordic Semiconductor,NOR-MCU455075,AVR 8-bit,48,1024,64,0.0,"CAN, PWM, USB, SPI",8.52,0.581,71,3.3,LQFP,2010,Industrial
Silicon Labs,SIL-MCU455076,ARM Cortex-M3,480,256,512,1.0,"USB, PWM",4.5,0.074,17,2.5,DIP,2014,IoT
STMicroelectronics,STM-MCU455077,ARM Cortex-M7,480,16,8,0.0,"Ethernet, PWM, USB",3.72,1.255,99,1.8,BGA,2011,Medical
Infineon,INF-MCU455078,AVR 8-bit,32,512,1,8.0,"SPI, USB, UART, I2C, Ethernet",7.23,1.301,56,1.8,DIP,2015,Industrial
Nordic Semiconductor,NOR-MCU455079,ARM Cortex-M3,240,16,512,8.0,"Ethernet, SPI",6.27,0.515,81,5.0,LQFP,2014,Industrial
Nordic Semiconductor,NOR-MCU455080,MIPS32,32,32,16,1.0,"I2C, Ethernet, CAN, USB",4.67,0.452,96,5.0,DIP,2024,Automotive
Microchip,MIC-MCU455081,ARM Cortex-M3,48,64,4,0.5,"PWM, USB, I2C",7.03,0.151,42,1.8,DIP,2019,Wearable
Espressif,ESP-MCU455082,ARM Cortex-M3,120,64,256,4.0,"I2C, PWM",3.65,1.384,22,3.3,TSSOP,2015,Consumer
Renesas,REN-MCU455083,MIPS32,32,256,2,0.5,"PWM, USB, UART, CAN, I2C",10.39,0.828,84,1.8,TSSOP,2015,Wearable
Microchip,MIC-MCU455084,ARM Cortex-M4,48,128,1,2.0,"SPI, Ethernet",6.45,1.289,78,5.0,SOIC,2017,Medical
STMicroelectronics,STM-MCU455085,AVR 8-bit,200,16,1,0.0,"CAN, SPI",1.58,0.806,42,1.8,DIP,2023,Medical
Infineon,INF-MCU455086,AVR 8-bit,32,32,32,4.0,"SPI, PWM",2.21,0.715,81,2.5,TSSOP,2013,Automotive
Microchip,MIC-MCU455087,ARM Cortex-M3,8,128,1,2.0,"CAN, Ethernet, UART",1.07,0.781,50,3.3,LQFP,2019,Automotive
Analog Devices,ANA-MCU455088,AVR 8-bit,168,2048,8,0.5,"I2C, CAN, USB, Ethernet, PWM",7.62,1.237,42,2.5,TSSOP,2009,Medical
STMicroelectronics,STM-MCU455089,8051,48,16,2,1.0,"Ethernet, CAN, UART",2.75,0.963,76,5.0,TSSOP,2024,Medical
NXP,NXP-MCU455090,8051,8,1024,512,4.0,"I2C, USB, UART, SPI, CAN",7.69,0.913,92,2.5,QFN,2008,Automotive
Texas Instruments,TEX-MCU455091,AVR 8-bit,480,128,8,0.5,"Ethernet, USB, I2C",8.58,0.551,45,1.8,TSSOP,2013,Consumer
STMicroelectronics,STM-MCU455092,ARM Cortex-M0,480,2048,16,4.0,"UART, PWM",3.98,1.202,21,5.0,BGA,2011,Automotive
Renesas,REN-MCU455093,8051,168,2048,64,0.0,"PWM, SPI, I2C, UART, USB",4.31,0.199,86,5.0,LQFP,2006,Automotive
Infineon,INF-MCU455094,AVR 8-bit,200,256,1,0.5,"PWM, Ethernet, I2C, CAN",1.49,0.076,69,5.0,SOIC,2013,Wearable
NXP,NXP-MCU455095,ARM Cortex-M3,120,256,512,8.0,"CAN, SPI, I2C, UART",7.52,1.176,22,3.3,TSSOP,2019,Consumer
Analog Devices,ANA-MCU455096,AVR 8-bit,200,64,1,0.0,"UART, PWM",4.97,0.08,71,3.3,LQFP,2013,Medical
Infineon,INF-MCU455097,ARM Cortex-M0,48,2048,16,0.0,"SPI, UART",4.32,0.258,63,3.3,TSSOP,2014,Automotive
Analog Devices,ANA-MCU455098,8051,72,2048,512,2.0,"SPI, UART, USB, CAN, Ethernet",7.56,0.972,84,3.3,TSSOP,2015,Consumer
Texas Instruments,TEX-MCU455099,ARM Cortex-M4,32,64,64,2.0,"CAN, UART, USB, Ethernet",5.91,0.07,59,1.8,DIP,2010,IoT
Microchip,MIC-MCU455100,ARM Cortex-M3,120,128,1,0.0,"UART, CAN, SPI, Ethernet, USB",5.24,1.377,96,5.0,BGA,2005,Industrial
STMicroelectronics,STM-MCU455101,ARM Cortex-M3,48,1024,2,8.0,"I2C, CAN",7.94,0.826,17,3.3,DIP,2011,Medical
STMicroelectronics,STM-MCU455102,MIPS32,168,2048,2,4.0,"Ethernet, CAN, SPI",9.11,0.578,35,1.8,DIP,2008,IoT
Microchip,MIC-MCU455103,AVR 8-bit,168,512,128,0.0,"SPI, UART, PWM, I2C, CAN",5.33,0.639,65,3.3,TSSOP,2018,Medical
Microchip,MIC-MCU455104,ARM Cortex-M0,16,256,4,4.0,"I2C, USB, Ethernet, CAN, SPI",1.6,1.427,83,3.3,BGA,2016,Industrial
Silicon Labs,SIL-MCU455105,MIPS32,480,256,2,4.0,"Ethernet, PWM, UART, I2C",3.36,1.392,52,5.0,LQFP,2021,IoT
STMicroelectronics,STM-MCU455106,ARM Cortex-M0,48,128,64,4.0,"UART, USB, CAN, SPI, Ethernet",10.8,1.034,42,2.5,DIP,2007,Industrial
STMicroelectronics,STM-MCU455107,ARM Cortex-M3,72,64,128,0.0,"I2C, CAN, UART",10.97,1.339,76,3.3,BGA,2009,Wearable
Silicon Labs,SIL-MCU455108,ARM Cortex-M3,8,2048,4,1.0,"UART, SPI",7.66,1.074,31,2.5,LQFP,2015,Medical
NXP,NXP-MCU455109,MIPS32,240,64,1,1.0,"Ethernet, I2C",3.17,1.066,51,3.3,TSSOP,2015,IoT
Renesas,REN-MCU455110,RISC-V,8,32,256,0.5,"I2C, USB, UART",4.69,1.227,47,5.0,TSSOP,2005,Medical
Infineon,INF-MCU455111,ARM Cortex-M3,32,128,2,1.0,"I2C, PWM, UART",4.35,1.22,13,5.0,LQFP,2023,Wearable
Espressif,ESP-MCU455112,ARM Cortex-M4,48,1024,512,0.5,"CAN, PWM, Ethernet, USB",7.35,1.43,32,5.0,LQFP,2016,Automotive
Renesas,REN-MCU455113,AVR 8-bit,48,32,2,4.0,"SPI, UART",10.36,0.452,79,1.8,LQFP,2010,Consumer
Analog Devices,ANA-MCU455114,MIPS32,480,64,256,0.0,"USB, PWM, Ethernet, I2C",11.85,0.765,32,5.0,QFN,2005,IoT
STMicroelectronics,STM-MCU455115,MIPS32,240,256,4,0.5,"USB, CAN, UART",4.52,1.218,79,3.3,QFN,2019,Medical
Analog Devices,ANA-MCU455116,ARM Cortex-M0,72,2048,512,2.0,"UART, I2C, PWM",7.21,1.442,35,5.0,TSSOP,2005,IoT
Nordic Semiconductor,NOR-MCU455117,ARM Cortex-M3,120,128,8,1.0,"UART, CAN, USB, SPI, Ethernet",10.06,0.601,64,5.0,DIP,2011,IoT
Infineon,INF-MCU455118,ARM Cortex-M3,200,64,64,4.0,"I2C, USB, SPI",8.3,0.654,95,3.3,LQFP,2006,Wearable
Renesas,REN-MCU455119,ARM Cortex-M0,16,2048,16,0.5,"PWM, UART, CAN, USB, Ethernet",6.26,1.2,16,3.3,SOIC,2008,IoT
NXP,NXP-MCU455120,RISC-V,16,32,512,0.5,"I2C, USB, UART, Ethernet, SPI",8.67,1.397,46,5.0,BGA,2006,Industrial
Infineon,INF-MCU455121,RISC-V,120,2048,64,2.0,"UART, USB, SPI",10.7,1.116,42,3.3,BGA,2006,Consumer
Silicon Labs,SIL-MCU455122,ARM Cortex-M3,168,256,256,2.0,"UART, I2C, Ethernet",3.5,0.342,22,2.5,QFN,2013,Industrial
Infineon,INF-MCU455123,ARM Cortex-M3,240,256,1,2.0,"Ethernet, USB",10.14,0.99,45,5.0,SOIC,2009,Automotive
Silicon Labs,SIL-MCU455124,RISC-V,32,32,64,8.0,"I2C, SPI, PWM, USB, CAN",9.41,1.33,79,5.0,BGA,2017,IoT
Espressif,ESP-MCU455125,ARM Cortex-M3,480,256,64,0.5,"UART, I2C, PWM",6.47,0.651,62,3.3,DIP,2018,Consumer
NXP,NXP-MCU455126,MIPS32,168,128,4,4.0,"SPI, I2C, USB, Ethernet, PWM",6.48,1.188,17,1.8,BGA,2010,Consumer
Infineon,INF-MCU455127,AVR 8-bit,32,2048,32,0.5,"CAN, I2C, SPI",7.93,1.402,34,1.8,DIP,2024,Industrial
STMicroelectronics,STM-MCU455128,8051,48,1024,64,8.0,"CAN, SPI, Ethernet",2.84,0.597,50,3.3,TSSOP,2014,Automotive
Texas Instruments,TEX-MCU455129,AVR 8-bit,480,1024,512,1.0,"SPI, UART, Ethernet",9.99,0.847,69,3.3,SOIC,2018,Automotive
Nordic Semiconductor,NOR-MCU455130,MIPS32,16,32,512,0.0,"USB, CAN, PWM, Ethernet, I2C",8.4,0.324,90,3.3,SOIC,2005,Wearable
Microchip,MIC-MCU455131,ARM Cortex-M4,72,16,256,0.0,"Ethernet, PWM",8.85,1.315,96,3.3,LQFP,2009,Industrial
Texas Instruments,TEX-MCU455132,ARM Cortex-M3,120,512,128,2.0,"USB, CAN",1.3,1.373,41,1.8,SOIC,2021,Consumer
Espressif,ESP-MCU455133,MIPS32,200,256,2,0.5,"USB, UART",10.76,0.305,60,5.0,QFN,2011,Medical
Texas Instruments,TEX-MCU455134,8051,72,16,2,8.0,"SPI, UART",3.08,0.541,12,3.3,DIP,2024,Medical
Renesas,REN-MCU455135,8051,120,16,1,0.5,"USB, UART, CAN",7.76,0.999,74,3.3,SOIC,2013,Medical
Nordic Semiconductor,NOR-MCU455136,RISC-V,200,2048,256,0.5,"UART, USB, PWM",3.62,0.301,41,3.3,LQFP,2020,Automotive
Nordic Semiconductor,NOR-MCU455137,ARM Cortex-M7,48,64,64,0.5,"I2C, Ethernet",7.89,0.4,57,3.3,QFN,2012,IoT
Analog Devices,ANA-MCU455138,MIPS32,120,1024,128,1.0,"UART, SPI, I2C, CAN",2.84,1.187,85,2.5,QFN,2006,Industrial
NXP,NXP-MCU455139,ARM Cortex-M3,480,32,256,0.5,"USB, CAN, I2C, SPI",1.97,0.405,32,2.5,TSSOP,2013,Medical
NXP,NXP-MCU455140,ARM Cortex-M4,16,256,256,4.0,"SPI, Ethernet, UART",4.35,1.131,61,1.8,SOIC,2016,Automotive
Nordic Semiconductor,NOR-MCU455141,ARM Cortex-M4,168,256,256,0.0,"I2C, CAN, USB",7.37,1.191,93,2.5,QFN,2015,Consumer
Texas Instruments,TEX-MCU455142,ARM Cortex-M3,168,64,8,4.0,"USB, SPI, UART, PWM",7.08,0.184,21,5.0,QFN,2021,Wearable
Espressif,ESP-MCU455143,MIPS32,480,2048,512,0.5,"USB, SPI, CAN",5.55,0.892,97,2.5,BGA,2021,Wearable
NXP,NXP-MCU455144,ARM Cortex-M7,32,128,256,2.0,"PWM, UART",4.36,0.09,55,1.8,SOIC,2022,Industrial
Nordic Semiconductor,NOR-MCU455145,ARM Cortex-M4,200,512,4,0.0,"I2C, UART, CAN, USB",1.49,0.144,25,3.3,DIP,2021,Automotive
Renesas,REN-MCU455146,MIPS32,168,256,16,0.0,"Ethernet, USB, CAN, SPI",11.58,0.194,18,1.8,TSSOP,2008,Wearable
Microchip,MIC-MCU455147,ARM Cortex-M7,480,32,32,0.0,"I2C, UART",7.44,0.38,66,2.5,BGA,2008,Consumer
Silicon Labs,SIL-MCU455148,MIPS32,240,128,64,0.0,"CAN, USB, UART, Ethernet, SPI",9.73,1.063,62,5.0,TSSOP,2024,Wearable
Infineon,INF-MCU455149,ARM Cortex-M3,48,512,64,0.5,"USB, Ethernet, SPI, I2C",3.88,1.318,92,2.5,LQFP,2017,Wearable
Espressif,ESP-MCU455150,ARM Cortex-M0,240,16,64,4.0,"PWM, SPI, CAN, Ethernet",3.31,0.217,28,1.8,LQFP,2019,Industrial
NXP,NXP-MCU455151,ARM Cortex-M0,168,512,16,0.5,"PWM, I2C, Ethernet, SPI, CAN",5.99,0.037,34,1.8,LQFP,2017,Medical
STMicroelectronics,STM-MCU455152,ARM Cortex-M4,200,128,256,8.0,"UART, I2C, CAN, PWM",2.7,0.405,42,2.5,DIP,2013,Industrial
Texas Instruments,TEX-MCU455153,ARM Cortex-M3,200,1024,32,4.0,"PWM, SPI",7.42,0.059,22,2.5,SOIC,2010,Industrial
Texas Instruments,TEX-MCU455154,RISC-V,32,32,4,0.5,"UART, PWM, Ethernet",7.85,0.739,43,3.3,BGA,2018,Automotive
Espressif,ESP-MCU455155,AVR 8-bit,48,16,8,2.0,"UART, Ethernet, PWM, CAN",3.55,0.652,90,5.0,DIP,2021,Industrial
Silicon Labs,SIL-MCU455156,ARM Cortex-M3,8,512,1,0.0,"UART, USB",5.43,0.124,38,3.3,LQFP,2006,Automotive
Espressif,ESP-MCU455157,RISC-V,480,1024,128,4.0,"SPI, UART, CAN",8.14,0.037,32,5.0,BGA,2024,Automotive
Texas Instruments,TEX-MCU455158,RISC-V,32,2048,4,1.0,"UART, SPI, I2C, Ethernet",7.49,0.961,78,5.0,QFN,2021,Wearable
Silicon Labs,SIL-MCU455159,MIPS32,200,256,4,0.0,"Ethernet, I2C",11.7,0.874,36,1.8,SOIC,2011,Automotive
Analog Devices,ANA-MCU455160,8051,32,1024,256,1.0,"UART, CAN, SPI, I2C, USB",3.23,0.941,9,1.8,QFN,2010,IoT
NXP,NXP-MCU455161,MIPS32,72,128,16,1.0,"UART, USB, PWM, I2C",3.91,1.06,46,2.5,BGA,2019,IoT
Microchip,MIC-MCU455162,ARM Cortex-M3,72,64,512,0.5,"SPI, I2C, Ethernet, CAN",1.37,0.804,15,1.8,LQFP,2010,Wearable
Renesas,REN-MCU455163,RISC-V,480,32,2,4.0,"I2C, Ethernet, CAN",6.71,1.155,78,2.5,QFN,2008,Wearable
Renesas,REN-MCU455164,ARM Cortex-M7,48,256,8,1.0,"I2C, PWM, SPI",9.94,1.332,9,5.0,BGA,2010,Medical
Espressif,ESP-MCU455165,MIPS32,48,32,256,8.0,"I2C, CAN, USB, UART",6.86,1.432,35,1.8,DIP,2020,Medical
Nordic Semiconductor,NOR-MCU455166,RISC-V,120,2048,32,0.5,"CAN, SPI",9.01,0.122,70,2.5,TSSOP,2016,Consumer
Renesas,REN-MCU455167,8051,240,128,1,8.0,"I2C, PWM, UART, Ethernet",3.67,0.595,88,1.8,QFN,2007,Automotive
Espressif,ESP-MCU455168,8051,240,2048,16,8.0,"CAN, Ethernet",8.36,1.198,50,1.8,LQFP,2015,Wearable
Nordic Semiconductor,NOR-MCU455169,MIPS32,120,64,256,1.0,"UART, SPI, USB, PWM, I2C",11.8,0.637,13,3.3,TSSOP,2016,Medical
Silicon Labs,SIL-MCU455170,8051,32,128,128,0.0,"I2C, Ethernet, UART, PWM",1.22,0.466,37,1.8,DIP,2010,IoT
Renesas,REN-MCU455171,8051,32,32,128,0.5,"USB, UART, SPI, I2C, CAN",5.72,1.033,29,2.5,SOIC,2014,Automotive
NXP,NXP-MCU455172,ARM Cortex-M3,168,1024,4,0.5,"PWM, USB",10.83,0.826,69,3.3,DIP,2013,Consumer
Silicon Labs,SIL-MCU455173,ARM Cortex-M7,72,64,128,4.0,"Ethernet, UART",9.76,1.038,45,1.8,DIP,2010,Automotive
Texas Instruments,TEX-MCU455174,8051,32,1024,4,0.0,"I2C, Ethernet, SPI, PWM, CAN",11.12,1.043,75,3.3,SOIC,2019,Wearable
NXP,NXP-MCU455175,AVR 8-bit,16,1024,8,1.0,"SPI, Ethernet, USB",10.92,0.411,76,2.5,TSSOP,2023,Wearable
Renesas,REN-MCU455176,ARM Cortex-M0,240,64,128,1.0,"USB, PWM, I2C, UART, SPI",2.3,0.327,79,5.0,LQFP,2007,Medical
STMicroelectronics,STM-MCU455177,AVR 8-bit,200,64,2,4.0,"UART, I2C, USB, PWM, CAN",2.75,0.136,76,3.3,LQFP,2019,Medical
Nordic Semiconductor,NOR-MCU455178,ARM Cortex-M4,8,128,16,8.0,"I2C, USB",1.53,0.748,43,5.0,QFN,2022,Medical
NXP,NXP-MCU455179,ARM Cortex-M0,240,32,16,8.0,"Ethernet, USB, I2C",8.39,0.922,37,3.3,TSSOP,2010,Medical
STMicroelectronics,STM-MCU455180,ARM Cortex-M3,72,256,1,0.0,"SPI, UART, I2C, USB",4.27,0.397,20,2.5,DIP,2024,Wearable
